,AIB-USD,COMP1-USD,COMP2-USD,COLX-USD,MINT-USD,DUN-USD,VIN-USD,BST-USD,ECA-USD,ARRR-USD
2021-01-18,-0.7853128491047159,-0.6785714213209924,-0.6785714213209924,-0.6657392559758639,-0.5025118601071942,-0.4842714745331943,-0.4364219869725485,-0.41834066295716965,-0.3471752921691321,-0.33379836466858614
