ticker,2021-01-16
AIB-USD,-0.12318133879132809
BST-USD,-0.6920856923325192
CLAM-USD,-0.01676937996235861
COLX-USD,-0.6696252799568423
IOST-USD,-0.1644957162740993
LYNX-USD,-0.016755409744851457
MINT-USD,-0.5083503097443793
NEBL-USD,-0.09241558171293718
VGX-USD,-0.03837635208467982
VIN-USD,-0.11224299974815122
