,HSS-USD,OTO-USD,ALIAS-USD,BONO-USD,ECC-USD,EDG-USD,BPS-USD,BCA-USD,INSTAR-USD,DUN-USD
2021-01-14,-0.7050732766017357,-0.5863962790739936,-0.5162301733160906,-0.5156076274106287,-0.4493973083923476,-0.38216625314660224,-0.37594710563897205,-0.3578680796738165,-0.35371007209255545,-0.32497443556909233
