,ECA-USD,JUL-USD,CLAM-USD,XSN-USD,ALIAS-USD,VITAE-USD,NPC-USD,SCC4-USD,SCC5-USD,BTC2-USD
2021-01-13,2.135951734682536,1.2854430485338417,0.7192899860847843,0.5871667612024958,0.5081646456714433,0.43902372460820405,0.4136872533886855,0.40139601518506995,0.40139601518506995,0.37819546750855815
