,COLX-USD,MINT-USD,MTC1-USD,GCC2-USD,MTC2-USD,CLAM-USD,AIB-USD,CUT-USD,IOC-USD,ARRR-USD
2021-01-17,-0.6920283343349332,-0.5436335601925836,-0.4199888187469878,-0.38393910612618665,-0.37537386588601396,-0.3523844791553197,-0.3067449838235744,-0.30140375128856545,-0.2944613640090382,-0.2814399085692504
