,MTC1-USD,MTC2-USD,RBY-USD,BCA-USD,MAN-USD,BPS-USD,COLX-USD,SHIFT-USD,XWC-USD,PAI-USD
2021-01-19,2.761550064437906,2.500261229832538,0.8782624320503578,0.8687552014134965,0.8628141249701435,0.8025877088632329,0.7928321820215354,0.6474217115783318,0.5581468450429754,0.5316512591733638
