,AIB-USD,XRC-USD,COMP1-USD,COMP2-USD,INSTAR-USD,QRK-USD,HSS-USD,SUB-USD,CUT-USD,NLC2-USD
2021-01-13,-0.8585314164945846,-0.8146871555963715,-0.6052631323073245,-0.6052631323073245,-0.4124750264166973,-0.3949428918069947,-0.32807769133519826,-0.2825843454665026,-0.2798631782972827,-0.2674227633696541
