,LYNX-USD,AIB-USD,MBC-USD,XRC-USD,CRU-USD,PHA-USD,COMP2-USD,VIN-USD,VGX-USD,DOT1-USD
2021-01-16,5.281574881233944,4.051275835120845,1.7306501483228574,1.4459651502950033,1.2302991619657173,1.08047889209125,0.8666665656117034,0.7122477742114746,0.681310196860947,0.6591444101962822
