,OTO-USD,XRC-USD,BONO-USD,HSS-USD,GCC1-USD,GCC2-USD,ALIAS-USD,MTC1-USD,MTC2-USD,EDG-USD
2021-01-15,-0.6551785708653457,-0.6399300518332943,-0.5131024643830873,-0.4878762078493297,-0.39768276516937484,-0.39768276516937484,-0.3954251509767517,-0.34545245268125135,-0.34545245268125135,-0.2999115706599328
