,LYNX-USD,AIB-USD,BST-USD,COLX-USD,IOST-USD,MINT-USD,NEBL-USD,VIN-USD,CLAM-USD,VGX-USD
2021-01-15,6.046307099857648,3.702308020565587,2.775730783052522,2.2355597764981137,1.4296310127830063,1.1738490086238786,1.021835853998296,0.9427536632768261,0.9226545845585765,0.8986687022120257
