,ALIAS-USD,MTC1-USD,MTC2-USD,BONO-USD,PHA-USD,VERI-USD,RBY-USD,GCC1-USD,GCC2-USD,MBC-USD
2021-01-18,1.9964853228723292,1.579797671978818,1.579797671978818,1.2619673663790745,1.2197952076976124,0.9676318703800053,0.8904067276627634,0.7996015242050942,0.7996015242050942,0.7881115278507667
