,MTC1-USD,MTC2-USD,JUL-USD,DUN-USD,BPS-USD,GCC1-USD,GCC2-USD,SCC3-USD,SCC4-USD,NVT-USD
2021-01-16,-0.550413805446352,-0.550413805446352,-0.5169133572571711,-0.47011382597893014,-0.3940369107876279,-0.35261537885285477,-0.35261537885285477,-0.34791538271826494,-0.34791538271826494,-0.3104879986919348
