,ALIAS-USD,MBC-USD,COMP1-USD,BONO-USD,PHA-USD,CRU-USD,DUN-USD,VERI-USD,XRC-USD,HSS-USD
2021-01-17,2.9712815764107083,1.522773979031538,1.1250000999200727,1.081257445781017,0.9600525673519196,0.7582362549353165,0.7359601838165046,0.7261105341905321,0.6499225018145838,0.6427804648990381
