,LYNX-USD,AIB-USD,COLX-USD,MINT-USD,CLAM-USD,VGX-USD,ECA-USD,DOT1-USD,DOT2-USD,XSN-USD
2021-01-14,6.149972740049189,3.7276973998549714,2.3087360146885394,1.2060230512495274,0.9510045279552557,0.9281644809939369,0.885286787567215,0.7566792833211731,0.7566792833211731,0.7337425294048554
