,COMP1-USD,COMP2-USD,AIB-USD,FRST-USD,HSS-USD,GLEEC-USD,XRC-USD,CLAM-USD,CSC-USD,XSN-USD
2021-01-19,-0.6956521765994055,-0.608695646801189,-0.5676894682182378,-0.37804052799242094,-0.35056770668905946,-0.33463024609575853,-0.3049364381168175,-0.29415099708996284,-0.270161596213894,-0.26354928105009
