date,ADA-USD,ADX-USD,AE-USD,ANT-USD,ARDR-USD,ARK-USD,ATB-USD,BAT-USD,BCH-USD,BLOCK-USD,BNB-USD,BNT-USD,BTC-USD,BTG-USD,BTS-USD,CVC-USD,DASH-USD,DCR-USD,DGD-USD,DNT-USD,EDG-USD,EOS-USD,ETC-USD,ETH-USD,ETP-USD,FCT-USD,FRST-USD,GAME-USD,GAS-USD,GBYTE-USD,GNO-USD,GNT-USD,HC-USD,ICX-USD,IOC-USD,KMD-USD,KNC-USD,LINK-USD,LKK-USD,LRC-USD,LSK-USD,LTC-USD,MAID-USD,MCO-USD,MGO-USD,MIOTA-USD,MLN-USD,MONA-USD,MTL-USD,NANO-USD,NAV-USD,NEBL-USD,NEO-USD,NLC2-USD,NXS-USD,NXT-USD,OMG-USD,PART-USD,PAY-USD,PIVX-USD,PPT-USD,QASH-USD,QRL-USD,QTUM-USD,REP-USD,RLC-USD,SALT-USD,SMART-USD,SNGLS-USD,SNM-USD,SNT-USD,STEEM-USD,STORJ-USD,STRAT-USD,SUB-USD,SYS-USD,TAAS-USD,UBQ-USD,USDT-USD,VERI-USD,VTC-USD,WAVES-USD,WINGS-USD,WTC-USD,XCP-USD,XEM-USD,XLM-USD,XMR-USD,XRP-USD,XUC-USD,XVG-USD,XZC-USD,ZEC-USD,ZEN-USD,ZRX-USD
2018-01-10,0.79312098,2.980050087,2.271759987,6.09992981,1.589660048,10.28600025,1.1864000559999999,0.802174985,2895.3798829999996,49.68280029,17.39080048,9.350330353,14973.2998,243.36199950000002,0.6336230039999999,1.003960013,1106.359985,113.60099790000001,217.9259949,0.27278900100000003,2.3532700540000002,11.33829975,36.95220184,1255.819946,4.280350208,66.61219788,13.98760033,6.072030067000001,55.97129822,803.1359863,401.2160034,0.942574978,20.17130089,11.04360008,6.018549919,8.459460258,5.2022600169999995,1.188709974,0.189522997,1.7125600580000002,29.19379997,250.5180054,1.0785100459999999,17.15950012,1.7199399469999999,3.783890009,225.5160065,8.376560211000001,6.10653019,29.91519928,3.5834300519999998,38.71519852,122.987999,0.368167013,10.90369987,0.458427012,23.34690094,30.85050011,3.5896000860000004,13.90209961,54.05220032,1.852620006,3.333650112,54.08079910000001,102.9830017,2.265619993,13.13679981,0.42287400399999997,0.33340901100000003,0.568195999,0.404646009,5.3352298739999995,2.453099966,19.24010086,2.591409922,0.8613979820000001,11.54880047,5.729239941,1.00127995,466.7009888,6.585830212,12.743200300000002,1.839630008,17.35040092,88.92819977,1.44738996,0.566929996,407.7409973,1.9749200340000002,10.11429977,0.168636993,98.55290222,721.4019775,67.29499817,2.148400068
2018-01-11,0.6884120109999999,2.624959946,2.058300018,6.009389877,1.3465399740000001,8.092989922000001,1.071730018,0.653207004,2462.610107,47.43980026,21.04269981,8.44701004,13405.7998,210.93299869999998,0.5810199979999999,0.8838940259999999,1007.8800050000001,102.2509995,190.24499509999998,0.220420003,2.2640800480000003,11.35490036,32.79389954,1154.930054,3.608839989,57.38430023,12.70950031,5.597660065,48.37039948,704.5269775,326.1940002,0.813863993,17.41559982,9.198300362000001,4.920090199,7.2646398539999995,4.1950898169999995,1.0103299620000001,0.19612799600000003,1.424430013,25.25620079,229.36599730000003,0.907508016,14.88749981,1.337859988,3.367330074,208.0460052,7.65444994,5.1263499260000005,24.3701992,3.993249893,29.94260025,108.29499820000001,0.315048993,8.432800293,0.401719004,21.65660095,26.17250061,3.0853900910000003,12.33909988,48.19219971,1.788750052,2.804860115,45.75279999,101.9260025,2.017499924,11.4289999,0.701390982,0.28015101,0.474687994,0.387876004,4.372739792,1.9828599690000002,16.09350014,1.994140029,0.746743023,10.16810036,4.6842899319999995,1.001710057,396.6130066,5.628689766,10.71240044,1.488430023,15.14210033,87.80950165,1.313009977,0.558125973,355.5920105,1.950799942,9.460040092,0.144270003,93.07189941,646.5980225,51.95289993,1.852079988
2018-01-12,0.897508025,2.874850035,2.22378993,6.1421198839999995,1.494969964,9.000659942999999,1.103449941,0.742049992,2620.98999,47.50159836,22.31629944,9.205539703,13980.59961,220.54600519999997,0.649088025,1.061660051,1054.869995,116.1610031,205.65600590000003,0.297500998,2.463059902,13.74580002,36.40390015,1273.199951,3.8981499669999997,62.39319992,13.00889969,6.070859909,53.52180099,1002.909973,371.28100589999997,0.91554302,18.8173008,9.962189674,4.974559783999999,8.348959922999999,4.631169796,1.0515600440000001,0.253297001,1.476439953,29.4307003,236.8560028,0.977035999,16.00460052,1.357409954,3.691030025,222.4680023,7.994400024,6.242400169,24.79100037,4.7274899480000006,36.82339859,124.46900179999999,0.36768001299999997,9.346010208,0.466118008,22.83519936,30.6637001,3.461669922,12.76329994,50.35680008,1.86698997,3.051259995,50.40999985,105.4639969,3.806790113,12.19499969,1.635820031,0.327858001,0.508617997,0.45572000700000004,5.428100109,2.2019500730000003,18.69210052,2.382999897,0.7987849709999999,10.87010002,5.8817400929999994,1.006080031,419.322998,6.008580208,11.34080029,1.635540009,23.45639992,74.57039642,1.44464004,0.677959979,394.7829895,2.0432300569999997,10.03100014,0.158980995,100.2389984,700.809021,53.65539932,2.220319986
2018-01-13,0.8841239809999999,2.8680100439999996,2.314870119,6.13917017,2.043580055,9.033320427,1.061959982,0.763972998,2685.290039,49.50790024,22.17440033,10.09599972,14360.2002,330.12899780000004,0.628813982,1.143700004,1100.26001,122.73699950000001,233.9720001,0.277245998,2.718349934,16.23390007,42.39390182,1396.420044,4.048279762,62.23320007,13.45149994,6.66590023,60.87540054,1187.099976,378.09799189999995,0.966392994,19.34110069,9.924790382000001,5.23071003,9.164179802,4.494619846,1.101230025,0.299766988,1.242249966,29.34490013,259.1929932,1.093680024,18.55599976,1.3763699530000002,3.9369800089999996,240.8470001,8.062069893,6.247439861,23.18630028,4.190139771,32.64099884,140.621994,0.349525005,9.398309708,0.45703399200000006,25.71699905,44.23860168,3.697710037,12.86250019,50.71789932,2.448790073,3.0922100539999997,54.70429993,106.15000149999999,3.547739983,11.72980022,2.0313498969999997,0.29848399800000003,0.599511981,0.478774011,6.2853899,2.302939892,19.95700073,2.067070007,0.9792910220000001,10.85099983,5.730770111,1.002020001,433.0130005,6.50056982,11.82859993,1.838449955,28.92420006,70.90450287,1.509359956,0.671563983,420.05398560000003,2.021349907,10.28750038,0.156725004,108.0210037,701.5830078,56.38180161,2.36748004
2018-01-14,0.8022620079999999,2.6884300710000004,2.133399963,5.68404007,2.043580055,8.199939728,1.036360025,0.662358999,2553.320068,46.74420166,20.77729988,9.743280411,13772.0,275.8559875,0.5547850129999999,1.038509965,1014.070007,111.9960022,216.8549957,0.239167005,2.613670111,13.43570042,42.95729828,1366.77002,3.741950035,64.33699799,12.94270039,6.113130093,81.32610321,956.8660277999999,348.42199710000006,0.913869023,18.60700035,10.58850002,5.2619299889999995,8.153960227999999,4.177050114,1.0108400579999999,0.293817997,1.3474600319999999,27.71559906,238.6750031,0.977496982,17.52529907,1.11153996,3.7355299,222.2319946,7.849760056,5.661389828,22.04949951,4.168290138,27.78050041,170.4179993,0.32463398600000004,8.328289986,0.430622011,23.82620049,48.26309967,3.8475201130000003,11.66709995,47.92639923,2.435760021,2.8364501,54.08160019,94.86440277,3.684390068,11.33119965,1.7175600530000001,0.463694006,0.503022015,0.434181005,5.9092302320000005,2.01225996,19.93330002,1.8559600109999999,0.889438987,10.43710041,5.241940022,1.0161199570000001,409.32800289999994,5.935609818,11.09119987,1.583279967,26.40089989,65.19889832,1.39151001,0.6308559779999999,399.5190125,1.861189961,10.39420033,0.13822400599999998,98.08200073,675.7559813999999,53.16820145,1.996469975
2018-01-15,0.778586984,2.525969982,1.9710899590000002,5.934679985,2.1009800430000003,7.792160034,1.0203000309999999,0.689568996,2401.540039,49.44079971,19.56469917,8.792679787,13819.7998,267.6759949,0.5198460220000001,0.9725189809999999,939.1900024,104.6949997,196.9790039,0.210763007,2.750920057,12.94449997,40.49560165,1291.920044,3.886840105,58.89820099,12.26570034,6.070660114,86.06020355,856.0700072999999,322.24899289999996,0.975620985,17.30870056,9.874019622999999,6.638450146,7.921959877000001,4.645669937,0.877687991,0.284263015,1.128919959,26.91110039,232.77400209999996,1.0218000409999999,16.72830009,1.2521100040000002,3.482270002,204.56700130000002,8.483810425,6.367939949,20.83279991,4.020410061000001,22.09410095,187.40499880000002,0.29006999699999997,7.33716011,0.416776001,22.46109962,41.05250168,3.4135498999999996,11.84920025,45.94580078,2.2563099859999998,3.358419895,52.58459854,90.88359833,3.0054600239999996,10.33590031,1.338160038,0.300700992,0.461163014,0.415820003,5.494559765,1.880290031,20.80760002,2.022870064,0.826875985,10.07929993,4.836520195,1.0066200490000001,393.631012,5.614830017,10.76990032,1.455559969,23.4640007,57.67929839999999,1.389709949,0.599270999,414.57000730000004,1.6767300369999998,9.473799706,0.116516002,89.44069672,627.9940186000001,46.85240173,1.7470400330000002
2018-01-16,0.6264929770000001,1.798570037,1.456519961,4.306310177,1.506080031,5.7079300879999995,0.804816008,0.48381298799999994,1772.069946,37.53889847,13.89190006,6.929870128999999,11490.5,190.1069946,0.35187301,0.6805559990000001,759.6149902000001,83.13349915,183.07299799999998,0.150539994,1.964570045,10.27589989,28.45730019,1053.689941,2.502589941,42.83359909,10.74979973,4.2888298030000005,62.68339920000001,683.0720215,210.2350006,0.6814550159999999,11.68809986,7.510469913,4.327310085,5.714479923,3.436480045,0.756452978,0.277491003,0.867617011,21.15769958,188.3309937,0.697960019,11.95670033,0.968060017,2.600850105,139.1679993,6.419760227,4.275060177,14.68179989,3.146850109,23.52729988,145.298996,0.22356200199999998,5.5521798129999995,0.285466999,17.37529945,31.54809952,2.509059906,8.374939919,37.81980133,1.6595400569999998,3.100500107,36.02539825,67.61519623,2.102469921,8.2979002,0.851547003,0.212304994,0.335905999,0.314781994,3.937220097,1.281159997,14.9382,1.394629955,0.602478981,7.667300224,3.9119699,1.034150004,329.18499760000003,4.08205986,8.39081955,1.003900051,19.21859932,44.82590103,1.0338100190000001,0.44119700799999995,320.0369873,1.179239988,7.214320183,0.08524049800000001,75.15419769,513.6589966,40.37279892,1.5674799680000002
2018-01-17,0.629101992,1.789219975,1.552479982,4.287419796,1.661249995,6.170219897999999,0.7722290159999999,0.588240027,1748.050049,34.34019852,14.20320034,6.688980103,11188.59961,186.1170044,0.357291996,0.700753987,793.5679932,86.12010193,176.56300349999998,0.167050004,2.012660027,10.194299699999998,29.12360001,1014.25,2.559010029,43.20019913,10.47379971,4.392099857,58.00389862,747.9530029,213.9100037,0.645018995,11.31659985,7.469419956,4.2273797989999995,5.904570102999999,3.19178009,0.698634028,0.252534986,0.909572005,22.31159973,186.5160065,0.701106012,11.30580044,0.943045974,2.7166199680000003,150.8289948,6.063199997000001,4.007679939,16.95610046,2.9594900610000003,26.53129959,141.36999509999998,0.213915005,6.911960125,0.313654989,18.0564003,32.05400085,2.568530083,9.061519622999999,40.43980026,1.7265900369999998,2.649499893,36.472099299999996,64.44799805,1.963889956,8.443989754,1.7948399780000002,0.211898997,0.355538994,0.313012987,4.047599792,1.283910036,14.73670006,1.409399986,0.627735019,7.942200184,3.8835101130000003,1.0145299429999999,307.2420044,4.135560036,8.087340355,1.011929989,19.51000023,46.48849869,1.020480037,0.47718700799999997,319.1860046,1.306339979,6.926529884,0.090778098,77.11039734,496.81698610000007,40.12039948,1.519819975
2018-01-18,0.6598430279999999,1.963739991,1.521350026,4.850580215,1.4856400490000001,6.396570206,0.841545999,0.5919669870000001,1756.75,36.53969955,14.28040028,6.833179951,11474.90039,195.3990021,0.350311011,0.7595069999999999,835.4890137,83.76370239,182.0149994,0.168510005,1.9929399490000002,10.50510025,30.18619919,1036.280029,2.608959913,45.938201899999996,11.91899967,4.413000107,56.35309982,856.4509888,233.94200130000002,0.653035998,11.38010025,7.9326901439999995,4.980340003999999,6.346759796000001,3.2486999030000003,0.7442299720000001,0.267562985,0.9291250109999999,23.02820015,192.8370056,0.705063999,11.46450043,0.9487010240000001,2.7547700410000004,187.4360046,6.365749836,4.666069984,18.04299927,3.03125,26.37240028,142.65600590000003,0.19647699600000001,6.767610072999999,0.319579005,17.72929955,32.41019821,2.546380043,9.431469917000001,43.61520004,1.70570004,2.5007700919999998,37.36719894,64.66870117,2.17343998,8.229599953,1.184159994,0.217991993,0.37224701,0.328756988,4.266660213,1.5498700140000001,14.58580017,1.407879949,0.647782028,8.096509933,4.054959773999999,1.023110032,347.90200810000005,4.314660072,8.598110199,1.091650009,21.87039948,54.16109848,1.078529954,0.509522974,316.4679871,1.596580029,6.649549961,0.114099003,77.68280029,490.08300779999996,41.8103981,1.6483700280000002
2018-01-19,0.650497973,2.252059937,1.5325200559999999,4.943369865,1.411260009,6.502560139,0.8308190109999999,0.5933709739999999,1769.619995,35.33369827,14.940600400000001,6.955629826,11607.40039,217.9499969,0.37946000700000004,0.779614985,846.1649779999999,103.8450012,180.17300419999998,0.206336007,1.9304599759999999,11.18449974,31.70429993,1039.099976,2.595429897,51.18360138,10.96290016,4.510039806,54.72430038,818.0609741000001,256.8259888,0.70077002,13.47640038,8.430109977999999,6.878910065,6.7744598389999995,4.011529922,0.812905014,0.260354996,1.134050012,23.03779984,192.9640045,0.73873198,12.03520012,0.966210008,2.6971700189999996,198.8809967,6.147739887,5.447199821,17.26469994,3.1457901,26.99979973,139.49499509999998,0.19621199399999997,6.614500046,0.321826011,18.43260002,31.74839973,2.586499929,9.395350456000001,42.4231987,1.63925004,2.5117099290000002,39.19039917,77.57990265,2.54192996,7.905690193,1.005200028,0.249939993,0.36309799600000003,0.333297014,4.774710178,1.756880045,14.84020042,1.405679941,0.653074026,7.888869762000001,4.200920105,1.004539967,414.6809998,4.6472101210000005,8.781149864,1.1238800290000002,22.30470085,57.08349991,1.096349955,0.5062320229999999,364.62100219999996,1.552049994,8.272850037000001,0.10712599800000001,79.20989990000001,524.3369751,42.06790161,1.814939976
