date,ADA-USD,ADX-USD,AE-USD,ANT-USD,ARDR-USD,ARK-USD,ATB-USD,BAT-USD,BCH-USD,BLOCK-USD,BNB-USD,BNT-USD,BTC-USD,BTG-USD,BTS-USD,CVC-USD,DASH-USD,DCR-USD,DGB-USD,DGD-USD,DNT-USD,EDG-USD,EOS-USD,ETC-USD,ETH-USD,ETP-USD,FCT-USD,FRST-USD,FUN-USD,GAME-USD,GAS-USD,GBYTE-USD,GNO-USD,GNT-USD,HC-USD,ICX-USD,IOC-USD,KMD-USD,KNC-USD,LINK-USD,LKK-USD,LRC-USD,LSK-USD,LTC-USD,MAID-USD,MCO-USD,MGO-USD,MIOTA-USD,MLN-USD,MONA-USD,MTL-USD,NANO-USD,NAV-USD,NEBL-USD,NEO-USD,NLC2-USD,NXS-USD,NXT-USD,OMG-USD,PART-USD,PAY-USD,PIVX-USD,PPT-USD,QASH-USD,QRL-USD,QTUM-USD,REP-USD,RLC-USD,SALT-USD,SC-USD,SMART-USD,SNGLS-USD,SNM-USD,SNT-USD,STEEM-USD,STORJ-USD,STRAT-USD,SUB-USD,SYS-USD,TAAS-USD,TRX-USD,UBQ-USD,USDT-USD,VERI-USD,VTC-USD,WAVES-USD,WINGS-USD,WTC-USD,XCP-USD,XEM-USD,XLM-USD,XMR-USD,XRP-USD,XUC-USD,XVG-USD,XZC-USD,ZEC-USD,ZEN-USD,ZRX-USD
2018-01-10,236472000.0,14378900.0,3117280.0,2579540.0,4313850.0,47874500.0,6300540.0,48395100.0,2578810112.0,511504.0,146582000.0,24478900.0,18500800512.0,131618000.0,119011000.0,26788600.0,231944000.0,3557950.0,79983504.0,15959700.0,12114400.0,7919260.0,1211789952.0,862859008.0,9214950400.0,10473500.0,25423000.0,199820.0,46785200.0,13609500.0,27713000.0,2160850.0,8827660.0,31434900.0,197388992.0,151608992.0,1203880.0,10622500.0,26237500.0,11260700.0,142194.0,77854000.0,96825200.0,1009910016.0,7472350.0,23681900.0,764716.0,235594000.0,1832170.0,10729100.0,16513300.0,33974300.0,5465020.0,91383296.0,361796992.0,449826.0,6337330.0,35078400.0,137934000.0,4283650.0,21191800.0,14166300.0,4190550.0,42796900.0,7081050.0,853001024.0,56818400.0,2224130.0,35351900.0,94050496.0,282412.0,4784840.0,19685100.0,72705600.0,14512500.0,37214900.0,38332900.0,34244900.0,9715400.0,1408800.0,1729920000.0,2385430.0,3189860096.0,846642.0,12440400.0,62348700.0,13956300.0,62152000.0,21216100.0,92956096.0,249019008.0,265152000.0,4833639936.0,822417.0,264043008.0,9754380.0,245168000.0,9887280.0,81011400.0
2018-01-11,229000992.0,14129300.0,3467050.0,5242850.0,3507800.0,26056400.0,5542790.0,34119300.0,1947949952.0,516618.0,389228000.0,13715300.0,16534099968.0,122452000.0,54928100.0,25244700.0,176591008.0,4731780.0,45121700.0,10724500.0,9699710.0,9623880.0,1161849984.0,586657984.0,7235899904.0,14602000.0,18147200.0,263190.0,26597700.0,12696800.0,23080900.0,1331090.0,4325760.0,21668800.0,175547008.0,200895008.0,855579.0,15082700.0,20044800.0,10009300.0,118002.0,32398100.0,82270304.0,1079389952.0,7484060.0,22658000.0,491728.0,245028000.0,1173600.0,7040070.0,9688010.0,29158700.0,12792300.0,35328800.0,270718016.0,474770.0,3537910.0,28711400.0,122602000.0,1197380.0,19377200.0,10287300.0,3308110.0,34817000.0,2284120.0,732454016.0,74019296.0,3654250.0,26521200.0,147272000.0,1323890.0,2936680.0,20483100.0,73311504.0,16060700.0,29853600.0,41010200.0,30587600.0,9064790.0,727834.0,1074579968.0,1332940.0,3841110016.0,656849.0,8280290.0,46240500.0,5694940.0,26736100.0,31643900.0,93279400.0,330878016.0,187722000.0,6296119808.0,1061870.0,187560000.0,15598200.0,221531008.0,4027160.0,45923400.0
2018-01-12,365795008.0,11521500.0,2801560.0,1828220.0,3799320.0,10073300.0,5606330.0,32465900.0,1110220032.0,488960.0,387537984.0,8363290.0,12065699840.0,113420000.0,51073000.0,40459800.0,142442000.0,3361030.0,29030200.0,10826100.0,11470900.0,5001730.0,2449370112.0,536064000.0,5222300160.0,9213090.0,23812300.0,341873.0,20861000.0,7856150.0,24387900.0,13488300.0,3846700.0,17562500.0,197786000.0,114801000.0,339090.0,10309600.0,22352600.0,9231200.0,309421.0,27587600.0,94674000.0,691160000.0,7009980.0,13940000.0,424508.0,129802000.0,739275.0,5000360.0,7985480.0,25088800.0,27829300.0,34940300.0,234756992.0,574022.0,2507860.0,38354200.0,83835504.0,1179480.0,24575400.0,4733680.0,1998500.0,32804300.0,1110870.0,764812032.0,14822500.0,155148000.0,21515000.0,143332992.0,2524040.0,6237350.0,10245500.0,56833900.0,15557700.0,14204900.0,39309600.0,21689800.0,5096070.0,612494.0,679499008.0,3733790.0,2668219904.0,373583.0,5269260.0,43342800.0,5684560.0,85084304.0,12824800.0,65119100.0,394376000.0,158188992.0,3330810112.0,692549.0,144104000.0,10001700.0,185898000.0,3371710.0,37064300.0
2018-01-13,313215008.0,10755300.0,3114980.0,1152890.0,7005990.0,9598570.0,5439640.0,29202700.0,1218569984.0,371729.0,181676000.0,11140400.0,12763599872.0,1160489984.0,39117000.0,37679200.0,174387008.0,4179010.0,25761300.0,24909500.0,25722800.0,6813930.0,3379130112.0,876580992.0,5746760192.0,9032400.0,17156200.0,165173.0,19531900.0,8226570.0,28603500.0,8016650.0,4545050.0,19215700.0,192686000.0,107243000.0,418586.0,10257600.0,25910900.0,12319900.0,507778.0,26940400.0,57475700.0,961043008.0,7833650.0,24871000.0,399568.0,198148992.0,1058080.0,4139850.0,9883050.0,27647000.0,10622200.0,24524700.0,455703008.0,555461.0,1824220.0,21155100.0,120921000.0,17150900.0,24171100.0,5245580.0,3143950.0,52097300.0,981196.0,881216000.0,15664000.0,43207800.0,22171100.0,112143000.0,9550140.0,3686760.0,8157550.0,69388096.0,23149700.0,14612600.0,29031000.0,18260600.0,11794000.0,703358.0,819091008.0,2686130.0,2759879936.0,489287.0,9265200.0,42000200.0,15199700.0,325576000.0,8200580.0,60099500.0,189183008.0,248704992.0,2130169984.0,217074.0,111856000.0,11774500.0,151404992.0,2827000.0,49679100.0
2018-01-14,160712000.0,11545000.0,2711380.0,875127.0,7005990.0,6470570.0,5400250.0,26944900.0,993310016.0,301456.0,129239000.0,13120600.0,11084099584.0,851848000.0,79905200.0,27290500.0,168878000.0,3883150.0,20012900.0,7776240.0,5929480.0,5415480.0,1162419968.0,1314400000.0,4841630208.0,7386070.0,24864200.0,164695.0,15949000.0,4152170.0,58454500.0,2815990.0,2633670.0,15993300.0,218194000.0,106777000.0,492167.0,6650160.0,20195300.0,5844480.0,145872.0,30760100.0,51588000.0,886414976.0,6201860.0,29115200.0,400260.0,130318000.0,1194170.0,4741520.0,4024250.0,30769100.0,9127840.0,18080500.0,648694016.0,175909.0,2469920.0,16357200.0,74017296.0,7105040.0,30756100.0,2875530.0,4041320.0,46173400.0,918898.0,758721984.0,13455800.0,19206700.0,19307300.0,69362496.0,2123690.0,46546400.0,7367210.0,27841500.0,10565500.0,9691950.0,29952500.0,12755900.0,6674810.0,576636.0,714278976.0,1369860.0,2960410112.0,327155.0,3621370.0,46611100.0,8350430.0,90227296.0,6974120.0,38628400.0,116460000.0,180678000.0,1978200064.0,750542.0,77869600.0,5788610.0,142911008.0,1668270.0,36420000.0
2018-01-15,972993024.0,12037100.0,2900980.0,7049320.0,4043480.0,16063700.0,5427660.0,28859800.0,1412359936.0,1302810.0,244154000.0,13456800.0,12750799872.0,1688999936.0,45773600.0,28263700.0,179247008.0,3211450.0,27889700.0,7760820.0,6393950.0,26732900.0,806380992.0,615006976.0,4781100032.0,5562330.0,20503800.0,208368.0,22038600.0,7221620.0,98172496.0,2414600.0,4585570.0,30196300.0,167830000.0,95147400.0,3569770.0,15161800.0,34848700.0,8351260.0,91798.0,31598000.0,87151200.0,601769984.0,7713740.0,23388400.0,516736.0,94966600.0,1043100.0,11691400.0,21329800.0,22847300.0,11214400.0,10330000.0,1455619968.0,236103.0,3883180.0,18258600.0,91802400.0,2822920.0,24344000.0,10541200.0,3728310.0,35886500.0,2111440.0,1558480000.0,23443000.0,10921300.0,20113900.0,117599000.0,1764330.0,25541500.0,4728240.0,602500992.0,33549000.0,19338800.0,136719008.0,23114400.0,10740600.0,489210.0,1013430016.0,1338860.0,2557179904.0,509700.0,8736270.0,47209300.0,2859090.0,50917800.0,8989080.0,105495000.0,345561984.0,264782000.0,1838460032.0,508292.0,132872000.0,6685340.0,157346000.0,2470660.0,34993600.0
2018-01-16,1632649984.0,11549000.0,3547600.0,1789130.0,4679500.0,16284500.0,3099800.0,27355600.0,1704029952.0,534129.0,399951008.0,11670400.0,18853799936.0,439329984.0,118023000.0,23397600.0,273462016.0,5137380.0,42617800.0,11391800.0,7719530.0,19397800.0,1599730048.0,699985024.0,8405139968.0,12748900.0,22837500.0,215008.0,20859200.0,14377500.0,71001104.0,3475500.0,6651720.0,23461000.0,127663000.0,113491000.0,1448760.0,14509600.0,25537400.0,8988860.0,370620.0,16416700.0,123699000.0,1405069952.0,8425610.0,19628300.0,449138.0,256703008.0,1479540.0,11174400.0,6658900.0,28158000.0,11023700.0,76247800.0,1664429952.0,217236.0,3361540.0,25817200.0,132224000.0,1854530.0,20981500.0,10269300.0,7389190.0,44388000.0,16601600.0,976913024.0,28664800.0,6363370.0,20321200.0,138227008.0,1083940.0,3739370.0,4684990.0,1226320000.0,32266600.0,17241100.0,82425800.0,20930200.0,12662800.0,675453.0,695308992.0,1201000.0,5552929792.0,656337.0,9269690.0,42325600.0,5232610.0,59669700.0,4875680.0,198199008.0,466139008.0,283036000.0,5687960064.0,628945.0,176634000.0,9671480.0,283879008.0,1963740.0,49883900.0
2018-01-17,1713769984.0,9832010.0,2535970.0,1012990.0,78114304.0,10234900.0,3225750.0,26334000.0,1457730048.0,295674.0,299411008.0,11429900.0,18830600192.0,347983008.0,130678000.0,21347000.0,197476992.0,2774880.0,31095800.0,12630100.0,5043860.0,10438500.0,1625250048.0,598707008.0,8545160192.0,4919970.0,20257600.0,273904.0,20074900.0,8009410.0,41102400.0,1932550.0,4360800.0,15931800.0,127693000.0,106760000.0,445045.0,11040600.0,21311900.0,7658770.0,2285950.0,13854700.0,106703000.0,1422489984.0,5715190.0,15826900.0,144064.0,239578000.0,1157250.0,9088970.0,5893680.0,23046800.0,5390510.0,93353904.0,1587920000.0,126366.0,5390440.0,21947800.0,114904000.0,1070570.0,16197400.0,10681600.0,3496210.0,32290000.0,3597950.0,1005590016.0,26860300.0,5256300.0,17122300.0,237659008.0,3377100.0,3040960.0,5024920.0,1693219968.0,26863600.0,11788100.0,55399600.0,20078300.0,6851770.0,579376.0,1326569984.0,1236020.0,5588839936.0,677491.0,5747490.0,86632304.0,5058290.0,46581400.0,2762920.0,166003008.0,486788992.0,192936992.0,7251210240.0,875759.0,147975008.0,7786460.0,171892000.0,1779680.0,39263200.0
2018-01-18,1285490048.0,14404300.0,2156320.0,1013340.0,199863008.0,9283420.0,4173930.0,33982500.0,1024060032.0,359660.0,204899008.0,8910910.0,15020399616.0,248324992.0,63535100.0,22942000.0,172728992.0,3014690.0,28260400.0,8602920.0,4227650.0,17117800.0,1266300032.0,455046016.0,5938319872.0,6329520.0,13511800.0,284793.0,22565700.0,5916370.0,32802100.0,2163820.0,3731790.0,17859000.0,113301000.0,91459000.0,997020.0,12169700.0,25672400.0,5953820.0,277569.0,15093700.0,68609200.0,936784000.0,6444580.0,23752100.0,141108.0,125440000.0,1186150.0,5768810.0,6553480.0,22211700.0,4689730.0,27568100.0,838633984.0,189391.0,1725000.0,23643400.0,87971600.0,771630.0,14577400.0,7927680.0,3485680.0,24578100.0,1645630.0,731388992.0,25775100.0,9387500.0,16360400.0,166516992.0,2860820.0,2574010.0,3781610.0,1082560000.0,20692600.0,21774400.0,45599200.0,11349500.0,6523200.0,568184.0,1392329984.0,852459.0,4302300160.0,822200.0,5174910.0,35228000.0,8115910.0,55600600.0,4067210.0,119459000.0,472047008.0,152851008.0,9110439936.0,1315890.0,253007008.0,5351040.0,128385000.0,1417030.0,25391700.0
2018-01-19,584574016.0,16273200.0,3265330.0,930378.0,147240000.0,13964200.0,4578980.0,18967600.0,743246976.0,249671.0,139882000.0,6741280.0,10740400128.0,667273984.0,45139800.0,21410800.0,126837000.0,10034400.0,19232400.0,5699460.0,10338400.0,34733800.0,845596032.0,394036992.0,4084450048.0,5080210.0,15272900.0,267246.0,44912300.0,3801310.0,23584600.0,1220900.0,5464490.0,20327600.0,141744000.0,77194800.0,5868790.0,13632500.0,55232300.0,7383730.0,61230.0,18655100.0,59753700.0,560284032.0,4476900.0,11953500.0,95697.0,103437000.0,2022430.0,3545310.0,9949720.0,17552400.0,3199320.0,12536700.0,494800000.0,122254.0,1426080.0,15103900.0,72477800.0,426365.0,10953400.0,6105200.0,2150410.0,18786900.0,1426130.0,594884992.0,36063000.0,7773940.0,20608700.0,82244400.0,1305310.0,2774290.0,5256760.0,390835008.0,76640200.0,61167700.0,36179600.0,6692000.0,4511300.0,554743.0,706521984.0,1929240.0,2876989952.0,889892.0,8125680.0,45279300.0,5122800.0,41197800.0,2774720.0,130817000.0,207275008.0,199852000.0,3697430016.0,1540420.0,105534000.0,3702610.0,163175008.0,1511320.0,21806000.0
