,IOST-USD,NEBL-USD,VIN-USD,VGX-USD,XSN-USD,DOT1-USD,DOT2-USD,PHA-USD,LINK-USD,PCX-USD
2021-01-15,1.4296310127830063,1.021835853998296,0.9427536632768261,0.8986687022120257,0.7178387952119636,0.5987590915652916,0.5987590915652916,0.5046110579097673,0.48821141370517984,0.43012118469014027
