,NIX-USD,XDN-USD,DTEP-USD,CTXC-USD,BSV-USD,MWC-USD,RLC-USD,POA-USD,EOS-USD,HPB-USD
2021-01-12,-0.4890199478418811,-0.43890299278779654,-0.37650828120636315,-0.34075291430980625,-0.3366147982294624,-0.31284703981392825,-0.3033660041669426,-0.2874877847489711,-0.28565862264394926,-0.2751467638741911
