,XRC-USD,CRU-USD,PHA-USD,VIN-USD,VGX-USD,DOT1-USD,DOT2-USD,IOST-USD,PCX-USD,AVAX-USD
2021-01-16,1.4459651502950033,1.2302991619657173,1.08047889209125,0.7122477742114746,0.681310196860947,0.6591444101962822,0.6591444101962822,0.6385691692924318,0.5983521585243234,0.5209873194700803
