,MTC1-USD,MTC2-USD,ARRR-USD,PHR-USD,BPS-USD,HYC-USD,NVT-USD,ADK-USD,XHV-USD,NYE-USD
2021-01-17,-0.37537386588601396,-0.37537386588601396,-0.2814399085692504,-0.23878083834372266,-0.22546626343891085,-0.21720868658282422,-0.20966345530880948,-0.20244117268604367,-0.19414542742298424,-0.18933771760360296
