,CTXC-USD,ZNN-USD,NANO-USD,PPC-USD,HBAR-USD,ETN-USD,CVC-USD,MWC-USD,RDD-USD,AYA-USD
2021-01-11,-0.33336437216303805,-0.3169250676907617,-0.30038701020877234,-0.293869380505578,-0.29239020872827526,-0.28462767561825764,-0.280021127380758,-0.2797888528024691,-0.2639718896938088,-0.2457145419156177
