,MTC1-USD,MTC2-USD,BPS-USD,NVT-USD,AMB-USD,XNS1-USD,XNS2-USD,HYC-USD,MED-USD,MAN-USD
2021-01-16,-0.550413805446352,-0.550413805446352,-0.3940369107876279,-0.3104879986919348,-0.22271379385995094,-0.2157071250086927,-0.2157071250086927,-0.20881056232605488,-0.18222824195531917,-0.18221371353958937
