,BPS-USD,INSTAR-USD,SFT-USD,DAG-USD,NIX-USD,DCN-USD,MGO-USD,KIN-USD,ARRR-USD,XNS1-USD
2021-01-14,-0.37594710563897205,-0.35371007209255545,-0.214752498048138,-0.21388825339853557,-0.21200837206215695,-0.20178569543458014,-0.1664530354680449,-0.1565983105571569,-0.15486514899355086,-0.15047136756285218
