,MTC1-USD,MTC2-USD,PHA-USD,VERI-USD,INSTAR-USD,LBC-USD,CRU-USD,XAS-USD,ERG-USD,EWT-USD
2021-01-18,1.579797671978818,1.579797671978818,1.2197952076976124,0.9676318703800053,0.4868351557703039,0.4722719706791221,0.46672941203721563,0.43984561601372607,0.41427055808732827,0.4081499742036394
