,BCD-USD,XDN-USD,ZEN-USD,VRA-USD,ZYN-USD,VITAE-USD,DAG-USD,HPB-USD,MGO-USD,AR-USD
2021-01-11,0.7974658143586799,0.7437471254255226,0.6592127668575634,0.5107850274472903,0.4252019517795971,0.39986572940384546,0.34601027208185076,0.32494720444382086,0.3111594047405901,0.29394575759882846
