ticker,2021-01-14
AMB-USD,-0.1435122123395185
AVAX-USD,0.09383698019136744
ERG-USD,-0.19597306622683752
HYC-USD,-0.00036829398545235037
MED-USD,0.02192478846149193
MTC1-USD,-0.2248663317448536
MTC2-USD,-0.2248663317448536
VGX-USD,0.43030696737155627
VITAE-USD,-0.0870727310122642
XSN-USD,0.08655408552391086
