,PHA-USD,CRU-USD,VERI-USD,XRC-USD,ANT-USD,AVAX-USD,MAN-USD,IOST-USD,MASS-USD,XSN-USD
2021-01-17,0.9600525673519196,0.7582362549353165,0.7261105341905321,0.6499225018145838,0.4763451351464305,0.425573253461238,0.41521884818263044,0.39813819021082697,0.38503919013418386,0.3756572936370579
