,GLEEC-USD,XRC-USD,XSN-USD,CRU-USD,ZANO-USD,ADK-USD,MGO-USD,DERO-USD,NEBL-USD,AYA-USD
2021-01-19,-0.33463024609575853,-0.3049364381168175,-0.26354928105009,-0.25840154433547713,-0.24564513569375335,-0.23580306554024444,-0.22551821811209216,-0.2244428625411079,-0.17260816930793033,-0.15505687026891402
