ticker,2021-01-14
ARRR-USD,-0.10755090897762132
BCH-USD,0.061608931497995734
CTXC-USD,0.07167923085380368
DAG-USD,-0.12051302625868376
DCN-USD,0.05052878940805261
HPB-USD,0.1285347646656183
MGO-USD,-0.001054958962956376
PIVX-USD,0.06824361788434996
XNS1-USD,-0.06832130788698643
XRC-USD,0.055340624752251655
