,XSN-USD,VITAE-USD,HYC-USD,AMB-USD,VGX-USD,MTC1-USD,MTC2-USD,ERG-USD,AVAX-USD,MED-USD
2021-01-13,0.5871667612024958,0.43902372460820405,0.3635430605222354,0.33666493136167186,0.32108730101948546,0.3101998521838285,0.3101998521838285,0.2895162800443829,0.28548095281774266,0.26890921295454895
