,VGX-USD,DOT1-USD,DOT2-USD,XSN-USD,ADK-USD,ZNN-USD,NEBL-USD,HYC-USD,AVAX-USD,IOST-USD
2021-01-14,0.9281644809939369,0.7566792833211731,0.7566792833211731,0.7337425294048554,0.5202519894107263,0.49698172593284484,0.4768321679826597,0.4340802775121442,0.4261146044097506,0.4027511624067279
