,VIN-USD,ARRR-USD,LOKI-USD,XRC-USD,BPS-USD,DERO-USD,ZYN-USD,IOST-USD,NEBL-USD,NVT-USD
2021-01-18,-0.4364219869725485,-0.33379836466858614,-0.33140150713968575,-0.33030371053399254,-0.30944923388821743,-0.26087083384955634,-0.19642297703173595,-0.19586560870453462,-0.18007479811151939,-0.1795591072172681
