,XRC-USD,MTC1-USD,MTC2-USD,DAG-USD,VRA-USD,BPS-USD,XNS1-USD,XNS2-USD,ERG-USD,NVT-USD
2021-01-15,-0.6399300518332943,-0.34545245268125135,-0.34545245268125135,-0.25716673472731955,-0.21311440741069798,-0.20058558414575678,-0.17465398255878928,-0.17465398255878928,-0.1685919136107853,-0.15144968612177112
