ticker,2021-01-18
ANT-USD,-0.10627022791621643
AVAX-USD,-0.03795509641457384
CRU-USD,-0.07821228213100984
IOST-USD,-0.02444008814624221
MAN-USD,-0.2616324304232208
MASS-USD,0.014888400579458727
PHA-USD,0.37605754758154175
VERI-USD,0.26048286872494697
XRC-USD,-0.3335370510273763
XSN-USD,-0.06348901228841952
