,MTC1-USD,MTC2-USD,MAN-USD,BPS-USD,XWC-USD,PAI-USD,QRL-USD,LBC-USD,XNS2-USD,NIX-USD
2021-01-19,2.761550064437906,2.500261229832538,0.8628141249701435,0.8025877088632329,0.5581468450429754,0.5316512591733638,0.5119225343864162,0.5064149639597253,0.47502281010249625,0.4207693758025495
