,XRC-USD,ARRR-USD,CTXC-USD,DCN-USD,HPB-USD,PIVX-USD,DAG-USD,MGO-USD,BCH-USD,XNS1-USD
2021-01-13,-0.8146871555963715,-0.26569272325959326,-0.2648090820440858,-0.23471220748846222,-0.22475992363902464,-0.19784385803996685,-0.19641328336172204,-0.1806324090634417,-0.17861524567763554,-0.17738906777527907
