,XRC-USD,ZEN-USD,VITAE-USD,DAG-USD,ZYN-USD,ZNN-USD,AR-USD,ZEC-USD,VGX-USD,XWC-USD
2021-01-12,3.506112843600399,0.6746871794251061,0.42308546159999105,0.3520695373961993,0.3249877942390267,0.3021667992983317,0.28356213771478944,0.2730047294786895,0.25324516747566617,0.23022469899843756
