,VIBE,KP3R,BCD,NAS,VET,BCH,CTXC,CELR,ONTGAS,POA,VTHO,BLZ,GHST,PPT,WINGS,NMR,NBS,BEAM,ENG,SUSHI,FORCEPROTOCOL,CVP,MITH,EASY2,MTH,BZRX,XRP,IRIS,ETH,TOMO,FET,FTXTOKEN,PAX,FUN,HEGIC,NEO,PNT2,EOS,BNT,IOTX,SC,AE,GVT,YFII,JST,XLM,FIO,WAVES,TRB,NXS,HSR,ARK,BCHA,CTR,RPX,YFI,CTSI,KNC,VITE,IOST,RLC,CRV,ERD,STEEM,ETHBEAR,DLT,USDS,OMG,SNM,BNB,AAVE,MFT,NANO,SYS,GO,MBL,INJ,AGI,YOYOW,MDT,AUDIO,COCOS,DOT,AION,SUSD,NEBL,SNGLS,WNXM,BSV,THETA,DATA,STORM,QSP,UNFI,USDC,BAT,ALGO,ETHBULL,VIA,ATOM,ARDR,POWR,PERL,ORN,LINK,DREP,SALT,BGBP,LUN,COVER,BKRW,STPT,DNT,KEY,ICX,BTCBEAR,KAVA,CERTIK,VIDT,DASH,SKY,LEND,HARMONY,LTO,BAL,XMR,SOL,ONT,LRC,AVAX,AXS2,COS,ADA,INS,FTM,XRPBEAR,MTL,BCN,GLM,GRS,HBAR,FLM,ARN,NEAR,OAX,CDT,QTUM,NCASH,ADX,BTCBULL,ENJ,XVG,LOOM,APPC,CREAM,STRAT,SWRV,WRX,HIVE2,GTO,TCT,BEL,BLOCKSTACK,TNB,UNI,XTZ,LSK,DGD,BNBBEAR,ICN,USDT,AVA,HOT,SLP,SCRT,MKR,AKRO,ZIL,MDA,REQ,SAND2,KMD,REN,REP,EOSBULL,ZEN,ARPA,DGB,XZC,DENT,MATIC,AERGO,STMX,HC,SKL,WTC,DIA,NAV,IQ,NULS,DF,WAN,STRAX,IOT,UMA,RVN,VEN,RSR,UTK,FIL,BCPT,XRPBULL,BITTORRENT,EDO,BRD,RENBTC,QKC,GXC,WPR,FRONT,GNT,OGN,RDN,ANT,SXP,ETC,CMT,SNT,DUSK,CHAT,HELIUM,OST,SUN2,BEL2,PIVX,POLY,XVS,RCN,CVC,EGLD,WING2,BTG,TNT,AST,TRIG,EOSBEAR,WABI,MANA,OXT,WBTC,DOCK,ZEC,PAXG,NKN,SNX,HARD,LUNA,QLC,CHR,TUSD,GAS,DAI,POE,LTC,ETHOS,COTI,BTS,PHX,CHZ,BOT2,KSM,RUNE,MOD,BAND,SUB,ANKR,AMB,ZRX,BUSD,VIB,WINK,NPXS,EVX,MCO,BTCB,CND,TRX,ELF,SRM,DCR,COMP,BTC,ALPHA,OCEAN,STORJ,BNBBULL,ROSE,TFUEL,TROYTRADE
2018-01-09T00:00:00Z,0.45916499,,25.71122852,16.18816342,,2394.82985026,,,,,,,,53.10596332,1.9362129,46.04759994,,,7.17264944,,,,,,0.46853369,,2.07125027,,1297.74489088,,,,,0.1778959,,128.0735012,6.5941847,9.31055116,10.05325654,,0.07294391,2.47514193,31.26179843,,,0.58852709,,13.06362445,,11.6586831,20.87974262,9.43017893,,3.04718054,,,,5.41804811,,,2.26446849,,,5.98125477,,0.98933037,,25.2209006,0.61639352,17.73590853,,,32.13029712,0.87240385,,,,,0.42637244,,,,,10.55342824,,46.09023461,0.37924339,,,,0.28491441,0.14816506,0.66825703,,,0.90352001,,,6.76519103,,1.5402211,1.66644431,,,1.24372587,,14.48315497,,56.50881967,,,,0.32930675,,12.33135915,,,,,1115.18260438,,0.34472156,,,,413.9936942,,,2.18604269,,,,0.80854348,,,,6.46250819,0.0119134,,1.59446142,,,4.95178576,,2.12904561,0.23978454,52.577135,,3.27229692,,0.3737387,0.19539675,,3.53399075,,19.5185847,,,,0.72213029,,,,0.25558363,,,29.88399611,230.5181181,,5.37883097,1.0109627,,,,,1076.00006721,,,3.1838492,0.87602776,,9.05495831,,92.58721701,,58.09243911,,0.11107507,97.68658756,0.09351722,,,,23.84439479,,13.26336294,,3.76882952,,7.9066532,,,,3.5493675,,,4.73699265,,1.12957353,,1.7256296,,,6.60808216,2.56543795,,,7.55422342,,,1.07416738,,8.06103281,6.9593443,,37.95745226,0.51932217,0.43294309,,,,0.87218158,,,12.46933668,,,0.44565677,1.110288,,,242.61281954,0.35703743,1.82823692,5.88313802,,4.91974978,0.25162093,,,,672.45647911,,,,,,1.22871594,,,63.05452346,,0.1617921,247.23742107,9.20225191,,0.67801715,0.65944531,,,,,10.97591667,,2.89928853,,1.34843945,2.1752384,,0.69940652,,,5.01516425,16.83288322,,0.15122749,0.12474323,2.44843967,,117.76003566,,14536.42879962,,,2.64866351,,,,
2018-01-10T00:00:00Z,,,18.49257877,14.70429509,,2870.66510033,,,,,,,,53.6332575,1.85775616,48.71436523,,,7.84076684,,,,,,0.58033513,,1.95021445,,1254.99515824,,,,,0.16185561,,123.393761,6.177823,11.26700595,9.34235679,,0.06788606,2.31041425,28.54372598,,,0.56330324,,12.80449827,,10.92472646,19.95085896,10.32204309,,2.57551902,,,,5.1696848,,,2.26017796,,,5.33432217,,0.93838003,,23.27490733,0.58193458,17.63374609,,,31.93485622,0.85900674,,,,,0.42512814,0.60586242,,,,9.21732265,,38.60999613,0.33252666,,,,0.28508024,0.13825914,0.63382331,,,0.80529931,,,6.10358582,,1.59752995,1.52717568,,,1.18106623,,13.06146505,,59.35170816,,,,0.27312645,,11.08603817,,,,,1104.79495117,,0.32040666,,,,406.62448612,,,1.70292614,,,,0.79170854,,,,6.11681505,0.01172634,,1.44240353,,,4.64663854,,1.82362787,0.20732348,53.28958874,,3.00771879,,0.35955937,0.16792833,,3.89274759,,19.27554181,,,,0.69334345,,,,0.23197627,,,28.9112461,218.96505496,,4.55593815,1.01362031,,,,,1071.55007731,,,3.62366736,0.84714836,,8.4967788,,102.9855492,,64.62066998,,0.11080508,95.13563686,0.08130731,,,,22.53779974,,17.03110626,,3.59415347,,8.38863802,,,,3.77672228,,,6.38326865,,1.10688434,,1.58009581,,,6.1604251,2.76713418,,,7.72677803,,,0.94457914,,7.69574293,6.08885381,,36.58919435,0.48092201,0.40527861,,,,1.30444547,,,13.83913901,,,0.50979458,1.01585146,,,244.587578,0.32562775,1.6987047,4.69846379,,5.15147549,0.21032399,,,,720.29343649,,,,,,1.0102576,,,56.05163602,,0.17260244,249.71582703,9.61395274,,0.62043993,0.62420595,,,,,10.54969222,,2.58770345,,1.24861721,2.14607104,,0.60156385,,,4.74043223,17.22442467,,0.15530719,0.13246374,2.08727973,,114.3666365,,14934.33779221,,,2.44946538,,,,
2018-01-11T00:00:00Z,1.45719054,,17.94484857,12.52584157,,2460.03998038,,,,,,,,48.40773103,1.4954627,42.99913672,,,6.579575,,,,,,0.52882078,,1.9408423,,1147.06022609,,,,,0.13202277,,108.54991835,4.92590952,11.25500858,8.44663274,,0.06281897,2.05577212,23.01331019,,,0.56078103,,10.61788538,,8.63520323,17.12974259,8.36762704,,2.74004586,,,,4.19814146,,,2.02196711,,,4.47997592,,1.31897122,,21.4634995,0.46789193,21.42870654,,,26.03386173,0.7534821,,,,,0.34864719,0.53537588,,,,7.96904235,,30.0005728,0.27629641,,,,0.24363089,0.11603554,0.55127223,,,0.6674945,,,5.51734822,,1.33952681,1.48026815,,,1.02148485,,11.56388692,,48.78649491,,,,0.22157314,,9.17271282,,,,,1004.41067855,,0.27431099,,,,357.03833357,,,1.43878468,,,,0.69451139,,,,5.26223251,0.0094354,,1.26006505,,,4.2969971,,1.75935471,0.16109515,45.66784614,,2.67006993,,0.33107857,0.14440687,,2.73874264,,16.15997181,,,,0.73868428,,,,0.17504161,,,25.28879877,194.856524,,3.88177001,0.99710189,,,,,1013.65683901,,,2.81351798,0.74966981,,7.29949632,,100.86964744,,52.2008829,,0.0950718,90.53072443,0.06487345,,,,20.4685278,,15.31006016,,3.82929202,,6.96440315,,,,3.36971211,,,6.4807053,,0.88354942,,1.28663177,,,4.97539029,2.45523097,,,9.20939272,,,0.81802513,,6.52098595,6.13777709,,32.71137163,0.40022548,0.38992592,,,,1.00858537,,,12.40082646,,,0.38796208,0.91348111,,,211.14613219,0.2497891,1.58316734,3.68552258,,4.3270358,0.17325183,,,,647.05190311,,,,,,0.86330381,,,48.55185724,,0.14601858,227.16624854,7.78438001,,0.55753825,0.46460863,,,,,10.11011426,,1.99877492,,1.02955574,1.86671187,,0.49251738,,,3.91427154,15.02666956,,0.12362118,0.10930902,2.01744471,,102.82227374,,13405.12438072,,,2.01538772,,,,
2018-01-12T00:00:00Z,1.31128913,,18.7310461,13.14708264,,2617.4535132,,,,,,,,50.04674752,1.63893329,44.21421006,,,6.85129075,,,,,,0.50083142,,2.02985951,,1266.80175771,,,,,0.14266523,,124.67997355,5.6405766,13.85185451,9.23156951,,0.06606942,2.26228655,30.72662063,,,0.67761614,,11.36795477,,9.41482918,18.78778089,8.99659127,,3.22183309,,,,4.6249774,,,,,,5.42494704,,1.30489646,,22.70879658,0.5081395,22.56708586,,,25.52735705,0.810868,,,,,0.4106796,0.43267006,,,,8.0324493,,36.76586779,0.33161396,,,,0.25064817,0.12608021,0.61288762,,,0.74576434,,,6.81264085,,1.50772295,1.59492315,,,1.0538492,,12.27180901,,53.72708913,,,,0.29961509,,9.93846339,,,,,1054.64094939,,0.30068153,,,,393.24219216,,,1.48519104,,,,0.91109167,,,,6.30693742,0.01130512,,1.41139785,,,4.71722106,,1.74630886,0.18997247,50.68574526,,2.91624378,,0.40256412,0.15979228,,2.87695063,,18.7715925,,,,0.91150268,,,,0.16956667,,,29.56401269,207.3393909,,3.82773526,1.00787878,,,,,1341.47720799,,,3.15791751,0.77774579,,8.33573653,,106.95268236,,53.93416985,,0.1034974,97.0231317,0.06890043,,,,22.55802461,,23.65925197,,4.8119274,,6.78475641,,,,3.68884315,,,6.27049766,,0.93629466,,1.33098801,,,5.70959043,2.65264209,,,8.91150591,,,0.91478685,,6.70488086,6.20421909,,36.17448036,0.39646631,0.45600377,,,,1.1858088,,,12.78397244,,,0.42068838,1.0698036,,,223.13013001,0.32681744,1.70816336,4.27953958,,4.57395398,0.18608595,,,,702.51003052,,,,,,0.94914117,,,54.03846119,,0.15493858,236.31519549,8.09155153,,0.63326944,0.59184349,,,,,9.98351528,,2.40994488,,1.03029452,2.22635503,,0.56346402,,,3.9714031,16.16363463,,0.12668286,0.10956879,1.94479728,,118.36083505,,13926.78365062,,,2.22733313,,,,
2018-01-13T00:00:00Z,1.04951443,,33.83722594,12.73130142,,2683.38543314,,,,,,,,50.95119934,1.86575477,53.01002639,,,6.50273851,,,,,,0.46778954,,2.00024092,,1391.74465554,,,,,0.13911477,,140.20836915,5.81354015,16.08767591,10.08140709,,0.06472522,2.58231674,28.2175821,,,0.67046563,,11.85041521,,9.42863502,19.27024535,9.05100285,,2.99872743,,,,4.49580196,,,3.52556227,,,6.32820889,,1.15279581,,25.57820681,0.61834336,22.28086362,,,24.71439209,0.97859453,,,,,0.39487538,0.4330773,,,,7.85021231,,32.53109647,0.29896247,,,,0.25822912,0.13390902,0.56603716,,,0.76610754,,,6.39489809,,2.19890966,1.60568215,,,1.10967541,,11.73342271,,51.61772781,,,,0.27916521,,9.95840392,,,,,1102.08220265,,0.27402585,,,,420.44550289,,,1.24344812,,,,0.88657597,6.91330928,,,6.29556819,0.01133634,,1.51187605,,,4.29077052,,2.15053504,0.20594369,55.49681028,,2.87506096,,0.38241854,0.15709631,,2.56538574,,20.01036411,,,,0.85023468,,,,0.18253817,,,29.39865459,231.6447314,,4.17735726,1.02933387,,,,,1479.63235354,,,4.96288473,0.77345651,,9.11257473,,106.49261766,,55.89218582,,0.10261979,107.13925293,0.05986211,,,,22.56211023,,28.97068438,,4.21161036,,6.01032306,,,,3.92737141,,,5.88937823,,0.82634475,,1.23256762,,,5.82265533,2.41191924,,,10.08587022,,,0.966725,,6.38512695,6.17269751,,42.57665237,0.40957836,0.47946658,,,,1.02091891,,,12.91286137,,,0.40617255,1.13131558,,,333.17827278,0.2715468,1.68568808,4.0999902,,4.12455659,0.177274,,,,701.7679904,,,,,,0.81240935,,,61.34492737,,0.13978106,259.0718293,8.15698638,,0.62018812,0.53925872,,,,,8.97900819,,2.07686496,,1.04621385,2.36329026,,0.58896526,,,5.13022557,18.73350789,,0.12042468,0.10300596,1.8202333,,123.15454965,,14297.16771827,,,2.31476286,,,,
2018-01-14T00:00:00Z,1.27508877,,76.14946472,11.30854405,,2545.11174412,,,,,,,,48.28120804,1.58696317,46.16963173,,,6.18618984,,,,,,0.41240405,,1.8407421,,1361.88119377,,,,,0.13014739,,170.57761566,5.35640244,13.37575916,9.67970816,,0.05995765,2.19206282,25.75657354,,,0.62791466,,10.99694422,,8.32585477,18.31301944,8.10096774,,2.58839487,,,,4.16834433,,,3.66859021,,,5.90808296,,1.04469839,,23.65599606,0.49981228,20.94281491,,,22.56410233,0.88421382,,,,,0.35010296,0.38126772,,,,8.4415179,,27.67277459,0.42272571,,,,0.24026114,0.11593591,0.49316835,,,0.66389743,,,6.48959959,,1.98816924,1.40894565,,,1.00939595,,11.21105721,,48.04792641,,,,0.23860364,,10.62531237,,,,,1005.28294292,,0.22675353,,,,398.44207679,,,1.32926149,,,,0.79958118,8.80891882,,,5.64382261,0.01023591,,1.35244763,,,3.67616839,,1.76104256,0.18212475,54.67141347,,2.73530488,,0.32436809,0.13865648,,2.77741816,,19.97769222,,,,0.70684185,,,,0.14306935,,,27.73301585,222.50449248,,3.93484312,1.02484669,,,,,1401.00981417,,,3.64895179,0.75310001,,8.12005825,,94.75928279,,52.73400203,,0.09357341,95.03102038,0.05675318,,,,21.60370696,,25.82606499,,4.15657322,,5.81792027,,,,3.72822707,,,6.06388186,,0.74072454,,1.06162496,,,5.33245607,2.08702342,,,8.50900251,,,0.9164119,,6.15245377,5.68809265,,42.83573834,0.38664038,0.43316583,,,,0.87501478,,,11.6833036,,,0.40125849,1.04804883,,,278.33595856,0.23147262,1.52387978,3.35033287,,3.83196749,0.15096577,,,,673.86777843,,,,,,0.70874124,,,78.71573946,,0.11889794,237.78259902,7.15077686,,0.55582176,0.50174468,,,,,8.62885955,,1.86264483,,0.9181273,1.99102399,,0.54536662,,,4.58546797,17.5343526,,0.10838567,0.0855658,1.66975365,,111.53569815,,13733.4927204,,,2.03458462,,,,
2018-01-15T00:00:00Z,1.05268573,,68.06089883,10.44766161,,2401.79538934,,,,,,,,46.19394826,1.46123815,39.51134086,,,5.43938325,,,,,,0.32812787,,1.66777427,,1284.53729654,,,,,0.12283337,,190.4463269,5.61673471,12.91151124,8.82141596,,0.05612135,1.97468047,22.29032184,,,0.59855534,,10.79952321,,7.29308989,17.2717663,7.84099154,,2.29082005,,,,4.61695051,,,3.03249235,,,5.5427225,,0.90260359,,22.48034471,0.46485497,19.72837561,,,21.18792649,0.82423318,,,,,0.30509694,0.42847308,,,,7.17808734,,22.2546051,0.30414037,,,,0.2190987,0.09753426,0.42094528,,,0.6947821,,,5.93184065,,1.99488885,1.29385521,,,0.88406086,,10.3449507,,38.94254812,,,,0.21211763,,9.94352458,,,,,935.46069853,,0.18422757,,,,416.07528881,,,1.13474743,,,,0.78155675,,,,6.65304909,0.0093755,,1.26698376,,,2.783916,,1.45257762,0.15384101,52.1036224,,2.5402305,,0.29591809,0.11701325,,2.2150742,,20.96776788,,,,0.60592745,,,,0.11919206,,,26.8443672,195.06562368,,3.45074528,1.04367158,,,,,1273.41673854,,,2.90047966,0.6468984,,8.01964397,,91.0246256,,47.02250273,,0.08523286,87.53528606,0.04891012,,,,19.95476798,,23.50744494,,4.02126421,,5.14877929,,,,3.49013081,,,6.14649768,,0.58573741,,0.88408031,,,5.75951886,1.88050749,,,7.27634135,,,0.97524951,,5.71894067,5.96628076,,40.24432875,0.32660241,0.41526493,,,,0.75684724,,,12.01429753,,,0.38110252,0.97426024,,,270.43608601,0.28286092,1.2460148,4.98499104,,3.42708108,0.13439008,,,,627.89502573,,,,,,0.52327397,,,87.98408001,,0.10035761,232.56563824,6.50622899,,0.51031107,0.41154852,,,,,7.38111718,,2.03711115,,0.82707782,1.75910038,,0.46549474,,,4.11258509,16.79267045,,0.09256646,0.07632005,1.37104353,,105.44336743,,13671.44718368,,,1.89605619,,,,
2018-01-16T00:00:00Z,0.67730633,,37.84953046,8.12226721,,1764.5092974,,,,,,,,37.47126549,0.98850841,28.53303995,,,3.83811188,,,,,,0.25311407,,1.16092553,,1038.89665167,,,,,0.08392763,,142.99102642,3.38979621,10.13245462,6.82227025,,0.03595741,1.46091269,16.77894149,,,0.43811771,,8.24210034,,5.480468,11.6451318,5.5805624,,1.63701592,,,,3.36147209,,,2.0747175,,,3.89443467,,0.59542701,,16.99247811,0.33922276,13.68573968,,,15.66097911,0.59464806,,,,,0.20090231,0.29013034,,,,5.1818113,,23.07265935,0.20886962,,,0.16154251,0.16770231,0.0677996,0.41222798,,,0.47803464,,,4.1918349,,1.37734064,0.89218388,,,0.73684657,,8.22372199,,26.95501252,,,,0.14921634,0.05064232,7.33916203,,,,,749.3451904,,0.14238961,,,,315.33585392,,,0.86154015,,,,0.61866636,5.21408707,,,4.30610851,0.00637148,,0.83020615,,,2.7715108,,0.9316297,0.098945,35.23179335,,1.79113031,,0.19302389,0.0836129,,1.44318236,,14.84632092,,,,0.41217185,,,,0.08486147,,,20.80610997,177.80590205,,2.38023581,1.05355138,,,,,1008.08017218,,,1.86826751,0.51741174,,5.64004591,,66.41762134,,39.75554088,,0.05879182,74.18598554,0.03322966,,,,13.62938994,,19.04788597,,3.1046277,,3.75384862,,,,2.57861346,,,4.83025751,,0.65070026,,0.65681215,,,3.46616976,1.28140919,,,5.30990385,,,0.67515134,,4.3147907,4.18487445,,28.02807924,0.24688267,0.31151741,,,,0.50755269,,,8.10487768,,,0.25583854,0.68163636,,,188.23922763,0.18960512,0.93577497,3.05704669,,2.70678798,0.09551657,,,,507.77268926,,,,,,0.44532448,,,60.46212161,,0.0717038,186.67784064,6.33520931,,0.34102148,0.27915173,,,,,5.07686382,,1.37529552,,0.5753044,1.55729694,,0.30967411,,,2.93310239,11.80061446,,0.06586084,0.05331625,1.06868921,,81.77273742,,11313.93229866,,,1.27192822,,,,
2018-01-17T00:00:00Z,0.73454809,,80.87089512,8.40166947,,1753.73128331,,,,,,,,40.89530516,1.0202461,29.20054243,,,4.39613841,,,,,,0.31645851,,1.30921263,,1022.72878597,,,,,0.09573851,,144.93524632,3.55865795,10.1843791,6.71167921,,0.0485335,1.62125191,19.18654241,,,0.48479532,,8.16357855,,7.06425659,11.36162525,6.28974684,,1.56265793,,,,3.22908524,,,1.99051588,,,4.13518338,,0.71987781,,18.30471091,0.35912496,14.47484643,,,18.65900203,0.63711902,,,,,0.22541295,0.3076041,,,,5.55336075,,26.70740194,0.21280253,,,0.18023848,0.17879311,0.07298134,0.45853797,,,0.60167191,,,4.5119967,,1.6701683,1.10284393,,,0.7079472,,8.62702081,,31.13285545,,,,0.17103393,0.05020211,7.57331393,,,,,799.76184077,,0.17710707,,,,321.65772995,,,0.92978085,,,,0.64125054,5.12915135,,,4.02058955,0.00730409,,0.87117261,,,2.75572131,,1.02398771,0.10257248,36.81720146,,1.81065756,,0.23484518,0.09226184,,1.46180365,,14.92922613,,,,0.48887232,,,,0.10080449,,,22.58907491,175.37081018,,2.58547097,1.04220799,,,,,1038.98054584,,,1.92657836,0.56345107,,5.97674287,,65.08841163,,40.67743944,,0.06169086,77.21306213,0.05025948,,,,13.05952075,,19.37387418,,3.01076216,,4.63782348,,,,2.72214705,,,4.8734773,,0.68765376,,0.76323557,,,3.56962796,1.44189314,,,5.20360133,,,0.65490166,,4.15508158,4.34897725,,29.18124272,0.25615437,0.32204762,,,,0.56633827,,,9.20811144,,,0.29049544,0.71409181,,,187.44978524,0.1897342,1.06057618,3.11548154,,3.07721613,0.13976158,,,,498.04968819,,,,,,0.52850616,,,60.02604656,,0.09278899,188.10317851,7.14618382,,0.35063722,0.31222282,,,,,5.97090755,,1.45118351,,0.61685244,1.54150809,,0.3303985,,,3.27547033,11.53929798,,0.07627587,0.07765057,1.29910862,,85.50012491,,11235.3681496,,,1.31724811,,,,
2018-01-18T00:00:00Z,0.95806533,,81.05279205,8.92805902,,1718.12739754,,,,,,,,42.52414415,1.07443169,32.34546546,,,4.67203317,,,,,,0.29821492,,1.56458738,,1010.84680159,,,,,0.10975874,,141.03818381,3.5165612,10.28381626,6.74824639,,0.05097686,1.52039318,18.52407745,,,0.49747386,,8.24630529,,6.64179892,11.1665294,6.31054034,,1.53322743,,,,3.19642436,,,2.14217485,,,4.2194334,,0.71831713,,17.41254488,0.36951304,14.31305335,,,18.57245803,0.63823001,,,,0.47442357,0.21671305,0.31711459,,,,5.32167542,,25.86536145,0.21662438,,,0.1877546,0.1710867,0.07173513,0.50668862,,,0.57884676,,,4.36566666,,1.457888,1.11183161,,,0.73235154,,8.11316273,,32.19448311,,,,0.16568459,0.04569959,7.79614553,,,,,825.50401937,,0.18235444,,,,311.84139812,,,0.91624902,,,,0.64903393,4.65279332,,,4.56507088,0.00773541,,0.94477681,,,2.82759269,,1.06378982,0.1178718,36.66503388,,1.94289156,,0.23941892,0.11229833,,1.42999379,,14.35987611,,,,0.47728633,,,,0.10979615,,,22.57109826,179.1835304,,2.67177914,1.00195476,,,,,1653.86553219,,,1.9205937,0.59927009,,6.2601852,,64.01403391,,40.80431413,,0.06376827,74.21472499,0.04885308,,,,12.49936938,,21.53566026,,2.98965691,,5.43281424,,,,2.73039479,,,5.4034389,,0.6417214,,0.76321333,,,3.63162386,1.47834268,,,5.04466232,,,0.6401463,,4.59538798,4.78496219,,29.72732779,0.27122168,0.32365319,,,,0.54634386,,,9.09420546,,,0.28418556,0.74391354,,,193.13552452,0.18158937,0.99390493,3.26815287,,2.82670871,0.13169712,,,,482.79892669,,,,,,0.47392051,,,55.06306992,,0.09821371,190.84088888,6.92229009,,0.34294322,0.26064667,,,,,6.01187717,,1.39680321,,0.63085101,1.62515545,,0.34067069,,,3.94297752,11.27304296,,0.16293452,0.08220142,1.36610789,,82.30206992,,11194.63954356,,,1.52261946,,,,
2018-01-19T00:00:00Z,1.44638346,,67.01207403,8.37163948,,1764.56095174,,,,,,,,42.90379061,1.13149966,33.71350922,,,5.05801419,,,,,,0.31512324,,1.53853474,,1038.99274128,,,,,0.12344238,,140.0116503,4.00782471,11.11009199,7.00759122,,0.04899057,1.53585964,19.84329167,,,0.505768,,8.75964016,,6.69069311,13.37258127,6.54059461,,1.95759205,,,,4.02583629,,,2.57587692,,,4.74497433,,0.89000368,,18.47746366,0.36614109,15.05293069,,,17.61576458,0.66099761,,,,,0.26980104,0.28914015,,,,5.51351119,,27.13948971,0.252144,,,0.17118798,0.181247,0.07167532,0.50009177,,,0.59803901,,,4.71317066,,1.41355985,1.20429533,,,0.8175569,,7.89769746,,36.37107515,,,,0.20564537,0.04527461,8.54278456,,,,,846.31228015,,0.18827706,,,,365.12246568,,,1.14691257,,,,0.65509009,6.95121739,,,5.56773857,0.00749222,,1.10866219,,,3.36329376,,1.26569971,0.15620292,38.79803901,,2.29125171,,0.24764207,0.10756826,,1.60187593,,14.9173298,,,,0.52404582,,,,0.12789226,,,23.04795795,184.82407819,,2.78571051,0.99624892,,,,,1575.60761474,,,2.2495514,0.57412509,,6.80794266,,78.04220213,,42.2455543,,0.06192302,77.94197804,0.04469626,,,,14.26943775,,22.53957578,,3.16230425,,5.08803553,,,,2.68770005,,,5.95166568,,0.64219666,,1.02693457,,,4.07173798,1.6389422,,,5.7448941,,,0.69619538,,4.72095433,4.9896197,,31.73903253,0.28588771,0.3322551,,,,0.63703314,,,9.48719871,,,0.30603268,0.78932243,,,219.92339888,0.21824666,1.04322138,3.47349094,,2.99620513,0.13964957,,,,525.2047997,,,,,,0.46846864,,,54.83814589,,0.11910375,192.7759984,6.75250095,,0.37755432,0.25508972,,,,,6.27584699,,1.41266382,,0.91751772,1.81983885,,0.37393631,,,4.27282375,12.04861389,,0.2213721,0.08080971,1.62657583,,104.60112209,,11547.15391965,,,1.7707675,,,,
2018-01-20T00:00:00Z,1.34651685,,63.44200124,12.42523765,,2023.45420345,,,,,,,,49.79133961,1.23069357,34.80131076,,,5.15848835,,,,,,0.34724407,,1.56857765,,1152.09493685,,,,,0.12290524,,150.38432717,4.46738443,15.59651535,7.88673642,,0.05030716,1.80536361,24.10775326,,,0.5327857,,9.55356231,,6.52392324,14.32746706,7.11113832,,1.98317874,,,,4.44869423,,,2.98963381,,,5.53833983,,0.91818401,,19.6864909,0.41930108,16.21167687,,,19.67277298,0.76954344,,,,,0.27834059,0.3134833,,,,6.64822348,,31.36282753,0.33240545,,,0.18513173,0.20232477,0.08583772,0.5181824,,,0.65260781,,,5.19980991,,1.42408773,1.28872959,,,1.25691438,,9.91824459,,40.15875322,,,,0.24439196,0.05254174,10.30939774,,,,,925.59786572,,0.19643885,,,,384.36594419,,,1.41561793,,,,0.70870804,6.56460965,,,5.79286129,0.00785549,,1.24515946,,,3.42065899,,1.50462852,0.15925279,51.93035806,,2.35587313,,0.25557196,0.10941275,,1.95017131,,16.06474038,,,,0.55306237,,,,0.13016,,,25.54125957,207.52234317,,3.06956752,1.01945212,,,,,1692.51197318,,,2.7070288,0.59063801,,8.1565489,,97.13784583,,43.15087995,,0.06851451,86.82736816,0.04679856,,,,15.75424304,,27.49404571,,3.40309201,,5.33939337,,,,3.00250453,,,8.17853475,,0.62434532,,1.19823439,,,4.45671532,1.75706853,,,5.83834282,,,0.75613452,,4.98988035,5.34878511,,35.07499637,0.34934003,0.34248949,,,,0.80647925,,,10.16856736,,,0.34492963,0.88165835,,,231.63435765,0.23048942,1.27658708,3.71274726,,3.78713533,0.14901294,,,,558.76637875,,,,,,0.49861371,,,59.65079637,,0.12072943,210.85876616,7.32989275,,0.4376441,0.37101088,,,,,7.52172322,,1.73565189,,0.95330343,2.04091712,,0.39605164,,,4.34747219,12.94495516,,0.20741796,0.08476271,1.96185285,,118.83929155,,12795.93734742,,,1.8594769,,,,
