,HSS-USD,EDG-USD,BPS-USD,INSTAR-USD,NIX-USD,DIME-USD,DUN-USD,QRK-USD,SFT-USD,BCA-USD
2021-01-14,-0.6566975085668971,-0.3877784359815628,-0.31756780106544147,-0.3038534547883768,-0.30327478903938,-0.25789815429855134,-0.2502612575015436,-0.21766758870319214,-0.20358989645052405,-0.1925849742241692
