,XRC-USD,OTO-USD,ZEN-USD,COMP1-USD,COMP2-USD,VITAE-USD,DAG-USD,ZYN-USD,ZNN-USD,ECA-USD
2021-01-12,3.506112843600399,1.6414768681894518,0.6746871794251061,0.5384615132351698,0.5384615132351698,0.42308546159999105,0.3520695373961993,0.3249877942390267,0.3021667992983317,0.2905484189172769
