,ECA-USD,OTO-USD,BCD-USD,ECC-USD,XDN-USD,ZEN-USD,LCC-USD,VRA-USD,ZYN-USD,VITAE-USD
2021-01-11,0.9656863393446675,0.8601490753109011,0.7974658143586799,0.7437592457829534,0.7437471254255226,0.6592127668575634,0.5333292587456588,0.5107850274472903,0.4252019517795971,0.39986572940384546
