,AIB-USD,MOON-USD,MINT-USD,MRX-USD,ALIAS-USD,ECC-USD,NIX-USD,XDN-USD,INSTAR-USD,DTEP-USD
2021-01-12,-0.9179064808443061,-0.5934452012960458,-0.5791827267625287,-0.5791755002500056,-0.4980198474802314,-0.4927265251329682,-0.4890199478418811,-0.43890299278779654,-0.4304907954169822,-0.37650828120636315
