,AIB-USD,MINT-USD,ECA-USD,CLAM-USD,XSN-USD,VGX-USD,MTC1-USD,MAN-USD,VERI-USD,SCC4-USD
2021-01-14,3.4892172904220287,1.1889185096840067,0.9860512394038765,0.9359496860995635,0.9200398259566851,0.8758073253914529,0.7576193878289967,0.7349292549743158,0.6122029677285463,0.5329355867092171
