,MOON-USD,AIB-USD,ALIAS-USD,FLASH-USD,MOAC-USD,CSC-USD,CTXC-USD,ZNN-USD,XLQ-USD,NANO-USD
2021-01-11,-0.8889795836622673,-0.8148410378654689,-0.5276374727521229,-0.4005866957174563,-0.34956480579041427,-0.34615731878846845,-0.33336437216303805,-0.3169250676907617,-0.3116754488935808,-0.30038701020877234
